Concept1_ID,Concept1_Name,Concept2_ID,Concept2_Name,AdamicAdarScore
C105295557,Categorical quantum mechanics,C58140894,OR gate,0
C105295557,Categorical quantum mechanics,C166530166,Hamming bound,0
C105295557,Categorical quantum mechanics,C198053700,Scalar field theory,0
C105295557,Categorical quantum mechanics,C193690875,Optical modulator,0
C105295557,Categorical quantum mechanics,C206003972,Entanglement witness,0.22755980665670933
C105295557,Categorical quantum mechanics,C91394653,Conjugate residual method,0
C105295557,Categorical quantum mechanics,C92995354,Continuous optimization,0
C105295557,Categorical quantum mechanics,C3227080,Carry-save adder,0.21576234609177827
C105295557,Categorical quantum mechanics,C124968333,Schnorr signature,0
C105295557,Categorical quantum mechanics,C172218469,Direct-coupled amplifier,0
C105295557,Categorical quantum mechanics,C112932734,"Hamming(7,4)",0
C105295557,Categorical quantum mechanics,C183968085,Trapped ion quantum computer,0.6678219354306971
C105295557,Categorical quantum mechanics,C31593994,Gauge fixing,0
C105295557,Categorical quantum mechanics,C147323434,Quantum pseudo-telepathy,0
C105295557,Categorical quantum mechanics,C100980136,Malleability,0
C105295557,Categorical quantum mechanics,C107923615,Kinetic inductance,0
C105295557,Categorical quantum mechanics,C149862233,Binary erasure channel,0.5111382987080427
C105295557,Categorical quantum mechanics,C2985428132,Quantum memory,0.4520595893389189
C105295557,Categorical quantum mechanics,C202424057,Digital Signature Algorithm,0
C105295557,Categorical quantum mechanics,C102192266,1-planar graph,0
C105295557,Categorical quantum mechanics,C2779094486,Quantum machine learning,0
C105295557,Categorical quantum mechanics,C131021393,Signal transfer function,0.5111382987080427
C105295557,Categorical quantum mechanics,C44274781,Lattice reduction,0
C105295557,Categorical quantum mechanics,C19271316,One-way quantum computer,0.44332215274848763
C105295557,Categorical quantum mechanics,C113843644,Interface (matter),0
C105295557,Categorical quantum mechanics,C101973423,Von Neumann entropy,1.237688004341394
C105295557,Categorical quantum mechanics,C204517386,Relative intensity noise,0
C105295557,Categorical quantum mechanics,C207648694,Denotational semantics,0.21576234609177827
C105295557,Categorical quantum mechanics,C15547884,DTIME,0
C105295557,Categorical quantum mechanics,C190047474,Wave function collapse,2.3194642765509994
C105295557,Categorical quantum mechanics,C21176728,Turing machine examples,0
C105295557,Categorical quantum mechanics,C145366948,Operational amplifier,0
C105295557,Categorical quantum mechanics,C144271403,Probabilistic Turing machine,0.22449978268220952
C105295557,Categorical quantum mechanics,C53105130,Fluxon,0.21576234609177827
C105295557,Categorical quantum mechanics,C119382340,Superconducting quantum computing,0.5510752598053819
C105295557,Categorical quantum mechanics,C15927051,Cryptographic primitive,0.25433477814404226
C105295557,Categorical quantum mechanics,C120484201,Quantum field theory in curved spacetime,0.21576234609177827
C105295557,Categorical quantum mechanics,C163217030,Quantum-confined Stark effect,0
C105295557,Categorical quantum mechanics,C177409962,Shannon's source coding theorem,0.7473156359843327
C105295557,Categorical quantum mechanics,C176248197,Probably approximately correct learning,0
C105295557,Categorical quantum mechanics,C36367407,Goldwasser–Micali cryptosystem,0
C105295557,Categorical quantum mechanics,C101615488,Geometric Brownian motion,0.7061347144488398
C105295557,Categorical quantum mechanics,C200581526,Homoclinic orbit,0
C105295557,Categorical quantum mechanics,C158971709,Magnonics,0.25433477814404226
C105295557,Categorical quantum mechanics,C139356082,Quantum discord,3.0636162690296405
C105295557,Categorical quantum mechanics,C32270708,Squashed entanglement,0.22755980665670933
C105295557,Categorical quantum mechanics,C122368425,NTRU,0
C105295557,Categorical quantum mechanics,C116225407,Rydberg atom,0.22755980665670933
C105295557,Categorical quantum mechanics,C2778361524,Heisenberg limit,0
C105295557,Categorical quantum mechanics,C150724011,Quantum point contact,0.7063943674829611
C105295557,Categorical quantum mechanics,C207060392,Second quantization,0
C105295557,Categorical quantum mechanics,C122806257,PH,0.35295612386476116
C105295557,Categorical quantum mechanics,C128151799,Luby transform code,0
C105295557,Categorical quantum mechanics,C39197057,Magnetic flux quantum,0.21576234609177827
C105295557,Categorical quantum mechanics,C89143813,Quantum sensor,1.578086520442394
C105295557,Categorical quantum mechanics,C116206932,Serial binary adder,0.21576234609177827
C105295557,Categorical quantum mechanics,C80891386,Quantum phases,0.7841925731071719
C105295557,Categorical quantum mechanics,C40404285,Merkle signature scheme,0
C105295557,Categorical quantum mechanics,C62641251,Quantum sort,0.22449978268220952
C105295557,Categorical quantum mechanics,C187805909,Subtractor,0
C105295557,Categorical quantum mechanics,C125252325,Entropy rate,0.5111382987080427
C105295557,Categorical quantum mechanics,C22994065,Quantum chemistry,0
C105295557,Categorical quantum mechanics,C89298294,Electro-absorption modulator,0
C105295557,Categorical quantum mechanics,C205309187,Coherent anti-Stokes Raman spectroscopy,0
C105295557,Categorical quantum mechanics,C2777061846,Postselection,0.22755980665670933
C105295557,Categorical quantum mechanics,C2776887110,Quantum cloning,0.4818945848007516
C105295557,Categorical quantum mechanics,C2777057244,Quantum master equation,0
C105295557,Categorical quantum mechanics,C112806910,Noise figure,0
C105295557,Categorical quantum mechanics,C18899389,Blind signature,0
C105295557,Categorical quantum mechanics,C170260401,Defuzzification,0.6708819594051969
C105295557,Categorical quantum mechanics,C60543599,Josephson energy,0.21576234609177827
C105295557,Categorical quantum mechanics,C113873419,Flicker noise,0
C105295557,Categorical quantum mechanics,C68227491,No-go theorem,0.4402621287739878
C105295557,Categorical quantum mechanics,C17020691,Operator (biology),2.350229570629688
C105295557,Categorical quantum mechanics,C1465435,Longest path problem,0
C105295557,Categorical quantum mechanics,C181266644,Reversible cellular automaton,0
C105295557,Categorical quantum mechanics,C196054291,RF power amplifier,0
C105295557,Categorical quantum mechanics,C12252657,Effective input noise temperature,0
C105295557,Categorical quantum mechanics,C67935508,Information diagram,0.765473076852085
C105295557,Categorical quantum mechanics,C140058369,Quantum walk,1.0872234658555922
C105295557,Categorical quantum mechanics,C194867977,Quantum Zeno effect,1.2658275048738021
C105295557,Categorical quantum mechanics,C59500034,Quantum Fourier transform,0.7841925731071719
C105295557,Categorical quantum mechanics,C162967359,Entanglement distillation,0.22755980665670933
C105295557,Categorical quantum mechanics,C71799126,Multipartite entanglement,0.22755980665670933
C105295557,Categorical quantum mechanics,C17722475,Change-making problem,0
C105295557,Categorical quantum mechanics,C37669827,Monte Carlo molecular modeling,0
C105295557,Categorical quantum mechanics,C8492334,Quantum spacetime,0.21576234609177827
C105295557,Categorical quantum mechanics,C161166931,Quantum simulator,1.2542896973429924
C105295557,Categorical quantum mechanics,C48415503,Time hierarchy theorem,0
C105295557,Categorical quantum mechanics,C9429942,Product term,2.2459215326002617
