Concept1_ID,Concept1_Name,Concept2_ID,Concept2_Name,AdamicAdarScore
C105295557,Categorical quantum mechanics,C58140894,OR gate,0
C105295557,Categorical quantum mechanics,C198053700,Scalar field theory,0
C105295557,Categorical quantum mechanics,C193690875,Optical modulator,0
C105295557,Categorical quantum mechanics,C3227080,Carry-save adder,0.22062394912909372
C105295557,Categorical quantum mechanics,C91394653,Conjugate residual method,0
C105295557,Categorical quantum mechanics,C206003972,Entanglement witness,0
C105295557,Categorical quantum mechanics,C124968333,Schnorr signature,0
C105295557,Categorical quantum mechanics,C172218469,Direct-coupled amplifier,0
C105295557,Categorical quantum mechanics,C112932734,"Hamming(7,4)",0
C105295557,Categorical quantum mechanics,C183968085,Trapped ion quantum computer,0.22886186853915486
C105295557,Categorical quantum mechanics,C31593994,Gauge fixing,0
C105295557,Categorical quantum mechanics,C100980136,Malleability,0
C105295557,Categorical quantum mechanics,C107923615,Kinetic inductance,0
C105295557,Categorical quantum mechanics,C149862233,Binary erasure channel,0.5387847805914435
C105295557,Categorical quantum mechanics,C2985428132,Quantum memory,0.46754502063018527
C105295557,Categorical quantum mechanics,C202424057,Digital Signature Algorithm,0
C105295557,Categorical quantum mechanics,C102192266,1-planar graph,0
C105295557,Categorical quantum mechanics,C2779094486,Quantum machine learning,0
C105295557,Categorical quantum mechanics,C131021393,Signal transfer function,0.5387847805914435
C105295557,Categorical quantum mechanics,C44274781,Lattice reduction,0
C105295557,Categorical quantum mechanics,C19271316,One-way quantum computer,0
C105295557,Categorical quantum mechanics,C113843644,Interface (matter),0
C105295557,Categorical quantum mechanics,C101973423,Von Neumann entropy,1.2800948181216902
C105295557,Categorical quantum mechanics,C204517386,Relative intensity noise,0
C105295557,Categorical quantum mechanics,C207648694,Denotational semantics,0.22062394912909372
C105295557,Categorical quantum mechanics,C15547884,DTIME,0
C105295557,Categorical quantum mechanics,C190047474,Wave function collapse,0.24136313830927508
C105295557,Categorical quantum mechanics,C21176728,Turing machine examples,0
C105295557,Categorical quantum mechanics,C145366948,Operational amplifier,0
C105295557,Categorical quantum mechanics,C144271403,Probabilistic Turing machine,0.22886186853915486
C105295557,Categorical quantum mechanics,C53105130,Fluxon,0.22062394912909372
C105295557,Categorical quantum mechanics,C119382340,Superconducting quantum computing,0.3459762562611936
C105295557,Categorical quantum mechanics,C15927051,Cryptographic primitive,0.2729584204093974
C105295557,Categorical quantum mechanics,C120484201,Quantum field theory in curved spacetime,0.22062394912909372
C105295557,Categorical quantum mechanics,C163217030,Quantum-confined Stark effect,0
C105295557,Categorical quantum mechanics,C177409962,Shannon's source coding theorem,0.5387847805914435
C105295557,Categorical quantum mechanics,C176248197,Probably approximately correct learning,0
C105295557,Categorical quantum mechanics,C36367407,Goldwasser–Micali cryptosystem,0
C105295557,Categorical quantum mechanics,C101615488,Geometric Brownian motion,0.7205708483500654
C105295557,Categorical quantum mechanics,C200581526,Homoclinic orbit,0
C105295557,Categorical quantum mechanics,C158971709,Magnonics,0.2729584204093974
C105295557,Categorical quantum mechanics,C139356082,Quantum discord,3.1519691312251283
C105295557,Categorical quantum mechanics,C32270708,Squashed entanglement,0
C105295557,Categorical quantum mechanics,C122368425,NTRU,0
C105295557,Categorical quantum mechanics,C116225407,Rydberg atom,0
C105295557,Categorical quantum mechanics,C2778361524,Heisenberg limit,0
C105295557,Categorical quantum mechanics,C150724011,Quantum point contact,0.22886186853915486
C105295557,Categorical quantum mechanics,C207060392,Second quantization,0
C105295557,Categorical quantum mechanics,C122806257,PH,0.36926937306885504
C105295557,Categorical quantum mechanics,C39197057,Magnetic flux quantum,0.22062394912909372
C105295557,Categorical quantum mechanics,C89143813,Quantum sensor,1.3343024201610374
C105295557,Categorical quantum mechanics,C116206932,Serial binary adder,0.22062394912909372
